ts_code,symbol,name,area,industry,list_date,filter_time
002404.SZ,002404,嘉欣丝绸,浙江,纺织,20100511,2025-01-09 19:14:53
002405.SZ,002405,四维图新,北京,软件服务,20100518,2025-01-09 19:14:53
002406.SZ,002406,远东传动,河南,汽车配件,20100518,2025-01-09 19:14:53
002407.SZ,002407,多氟多,河南,化工原料,20100518,2025-01-09 19:14:53
002410.SZ,002410,广联达,北京,软件服务,20100525,2025-01-09 19:14:53
002416.SZ,002416,爱施德,深圳,电器连锁,20100528,2025-01-09 19:14:53
002419.SZ,002419,天虹股份,深圳,百货,20100601,2025-01-09 19:14:53
002421.SZ,002421,达实智能,深圳,软件服务,20100603,2025-01-09 19:14:53
002423.SZ,002423,中粮资本,河南,多元金融,20100603,2025-01-09 19:14:53
002426.SZ,002426,胜利精密,江苏,元器件,20100608,2025-01-09 19:14:53
002427.SZ,002427,尤夫股份,浙江,化纤,20100608,2025-01-09 19:14:53
002428.SZ,002428,云南锗业,云南,小金属,20100608,2025-01-09 19:14:53
002429.SZ,002429,兆驰股份,深圳,家用电器,20100610,2025-01-09 19:14:53
002434.SZ,002434,万里扬,浙江,汽车配件,20100618,2025-01-09 19:14:53
002436.SZ,002436,兴森科技,深圳,元器件,20100618,2025-01-09 19:14:53
002442.SZ,002442,龙星化工,河北,化工原料,20100706,2025-01-09 19:14:53
002451.SZ,002451,摩恩电气,上海,电气设备,20100720,2025-01-09 19:14:53
002453.SZ,002453,华软科技,北京,化工原料,20100720,2025-01-09 19:14:53
002456.SZ,002456,欧菲光,深圳,元器件,20100803,2025-01-09 19:14:53
002457.SZ,002457,青龙管业,宁夏,塑料,20100803,2025-01-09 19:14:53
002459.SZ,002459,晶澳科技,河北,电气设备,20100810,2025-01-09 19:14:53
002467.SZ,002467,二六三,北京,互联网,20100908,2025-01-09 19:14:53
002469.SZ,002469,三维化学,山东,化工原料,20100908,2025-01-09 19:14:53
002474.SZ,002474,榕基软件,福建,软件服务,20100915,2025-01-09 19:14:53
002476.SZ,002476,宝莫股份,山东,化工原料,20100915,2025-01-09 19:14:53
002481.SZ,002481,双塔食品,山东,食品,20100921,2025-01-09 19:14:53
002488.SZ,002488,金固股份,浙江,汽车配件,20101021,2025-01-09 19:14:53
002510.SZ,002510,天汽模,天津,汽车配件,20101125,2025-01-09 19:14:53
002512.SZ,002512,达华智能,福建,IT设备,20101203,2025-01-09 19:14:53
002513.SZ,002513,蓝丰生化,江苏,农药化肥,20101203,2025-01-09 19:14:53
002514.SZ,002514,宝馨科技,江苏,机械基件,20101203,2025-01-09 19:14:53
002515.SZ,002515,金字火腿,浙江,食品,20101203,2025-01-09 19:14:53
002516.SZ,002516,旷达科技,江苏,汽车配件,20101207,2025-01-09 19:14:53
002519.SZ,002519,银河电子,江苏,通信设备,20101207,2025-01-09 19:14:53
002520.SZ,002520,日发精机,浙江,机床制造,20101210,2025-01-09 19:14:53
002522.SZ,002522,浙江众成,浙江,塑料,20101210,2025-01-09 19:14:53
002523.SZ,002523,天桥起重,湖南,专用机械,20101210,2025-01-09 19:14:53
002524.SZ,002524,光正眼科,新疆,医疗保健,20101217,2025-01-09 19:14:53
002526.SZ,002526,山东矿机,山东,工程机械,20101217,2025-01-09 19:14:53
002527.SZ,002527,新时达,上海,电器仪表,20101224,2025-01-09 19:14:53
002529.SZ,002529,海源复材,江西,专用机械,20101224,2025-01-09 19:14:53
002530.SZ,002530,金财互联,江苏,专用机械,20101231,2025-01-09 19:14:53
002531.SZ,002531,天顺风能,江苏,电气设备,20101231,2025-01-09 19:14:53
002535.SZ,002535,林州重机,河南,工程机械,20110111,2025-01-09 19:14:53
002536.SZ,002536,飞龙股份,河南,汽车配件,20110111,2025-01-09 19:14:53
002537.SZ,002537,海联金汇,山东,汽车配件,20110110,2025-01-09 19:14:53
002538.SZ,002538,司尔特,安徽,农药化肥,20110118,2025-01-09 19:14:53
002541.SZ,002541,鸿路钢构,安徽,钢加工,20110118,2025-01-09 19:14:53
002542.SZ,002542,中化岩土,北京,建筑工程,20110128,2025-01-09 19:14:53
002547.SZ,002547,春兴精工,江苏,汽车配件,20110218,2025-01-09 19:14:53
002549.SZ,002549,凯美特气,湖南,环境保护,20110218,2025-01-09 19:14:53
002550.SZ,002550,千红制药,江苏,生物制药,20110218,2025-01-09 19:14:53
002553.SZ,002553,南方精工,江苏,汽车配件,20110225,2025-01-09 19:14:53
002556.SZ,002556,辉隆股份,安徽,农药化肥,20110302,2025-01-09 19:14:53
002559.SZ,002559,亚威股份,江苏,机床制造,20110303,2025-01-09 19:14:53
002560.SZ,002560,通达股份,河南,电气设备,20110303,2025-01-09 19:14:53
002561.SZ,002561,徐家汇,上海,百货,20110303,2025-01-09 19:14:53
002562.SZ,002562,兄弟科技,浙江,化学制药,20110310,2025-01-09 19:14:53
002570.SZ,002570,贝因美,浙江,乳制品,20110412,2025-01-09 19:14:53
002571.SZ,002571,德力股份,安徽,家居用品,20110412,2025-01-09 19:14:53
002575.SZ,002575,群兴玩具,广东,文教休闲,20110422,2025-01-09 19:14:53
002576.SZ,002576,通达动力,江苏,电气设备,20110428,2025-01-09 19:14:53
002577.SZ,002577,雷柏科技,深圳,IT设备,20110428,2025-01-09 19:14:53
002579.SZ,002579,中京电子,广东,元器件,20110506,2025-01-09 19:14:53
002580.SZ,002580,圣阳股份,山东,电气设备,20110506,2025-01-09 19:14:53
002582.SZ,002582,好想你,河南,食品,20110520,2025-01-09 19:14:53
002583.SZ,002583,海能达,深圳,通信设备,20110527,2025-01-09 19:14:53
002584.SZ,002584,西陇科学,广东,化工原料,20110602,2025-01-09 19:14:53
002587.SZ,002587,奥拓电子,深圳,元器件,20110610,2025-01-09 19:14:53
002593.SZ,002593,日上集团,福建,钢加工,20110628,2025-01-09 19:14:53
002596.SZ,002596,海南瑞泽,海南,水泥,20110707,2025-01-09 19:14:53
002598.SZ,002598,山东章鼓,山东,机械基件,20110707,2025-01-09 19:14:53
002599.SZ,002599,盛通股份,北京,广告包装,20110715,2025-01-09 19:14:53
002600.SZ,002600,领益智造,广东,元器件,20110715,2025-01-09 19:14:53
002607.SZ,002607,中公教育,安徽,文教休闲,20110810,2025-01-09 19:14:53
002612.SZ,002612,朗姿股份,北京,服饰,20110830,2025-01-09 19:14:53
002614.SZ,002614,奥佳华,福建,家用电器,20110909,2025-01-09 19:14:53
002615.SZ,002615,哈尔斯,浙江,家居用品,20110909,2025-01-09 19:14:53
002616.SZ,002616,长青集团,广东,环境保护,20110920,2025-01-09 19:14:53
002617.SZ,002617,露笑科技,浙江,电气设备,20110920,2025-01-09 19:14:53
002624.SZ,002624,完美世界,浙江,互联网,20111028,2025-01-09 19:14:53
002626.SZ,002626,金达威,福建,医疗保健,20111028,2025-01-09 19:14:53
002628.SZ,002628,成都路桥,四川,建筑工程,20111103,2025-01-09 19:14:53
002629.SZ,002629,仁智股份,浙江,石油开采,20111103,2025-01-09 19:14:53
002631.SZ,002631,德尔未来,江苏,家居用品,20111111,2025-01-09 19:14:53
002632.SZ,002632,道明光学,浙江,塑料,20111122,2025-01-09 19:14:53
002633.SZ,002633,申科股份,浙江,机械基件,20111122,2025-01-09 19:14:53
002634.SZ,002634,棒杰股份,浙江,服饰,20111205,2025-01-09 19:14:53
002636.SZ,002636,金安国纪,上海,元器件,20111125,2025-01-09 19:14:53
002637.SZ,002637,赞宇科技,浙江,日用化工,20111125,2025-01-09 19:14:53
002639.SZ,002639,雪人股份,福建,专用机械,20111205,2025-01-09 19:14:53
002640.SZ,002640,跨境通,山西,互联网,20111208,2025-01-09 19:14:53
002641.SZ,002641,公元股份,浙江,塑料,20111208,2025-01-09 19:14:53
002642.SZ,002642,荣联科技,北京,软件服务,20111220,2025-01-09 19:14:53
002643.SZ,002643,万润股份,山东,化工原料,20111220,2025-01-09 19:14:53
002645.SZ,002645,华宏科技,江苏,专用机械,20111220,2025-01-09 19:14:53
002646.SZ,002646,天佑德酒,青海,白酒,20111222,2025-01-09 19:14:53
002649.SZ,002649,博彦科技,北京,软件服务,20120106,2025-01-09 19:14:53
002651.SZ,002651,利君股份,四川,航空,20120106,2025-01-09 19:14:53
002654.SZ,002654,万润科技,深圳,互联网,20120217,2025-01-09 19:14:53
002657.SZ,002657,中科金财,北京,软件服务,20120228,2025-01-09 19:14:53
002658.SZ,002658,雪迪龙,北京,环境保护,20120309,2025-01-09 19:14:53
002659.SZ,002659,凯文教育,北京,文教休闲,20120309,2025-01-09 19:14:53
002660.SZ,002660,茂硕电源,深圳,电气设备,20120316,2025-01-09 19:14:53
002661.SZ,002661,克明食品,湖南,食品,20120316,2025-01-09 19:14:53
002662.SZ,002662,京威股份,北京,汽车配件,20120309,2025-01-09 19:14:53
002664.SZ,002664,信质集团,浙江,汽车配件,20120316,2025-01-09 19:14:53
002667.SZ,002667,威领股份,湖南,小金属,20120329,2025-01-09 19:14:53
002669.SZ,002669,康达新材,上海,化工原料,20120416,2025-01-09 19:14:53
002670.SZ,002670,国盛金控,江西,证券,20120416,2025-01-09 19:14:53
002671.SZ,002671,龙泉股份,山东,水泥,20120426,2025-01-09 19:14:53
002672.SZ,002672,东江环保,深圳,环境保护,20120426,2025-01-09 19:14:53
002674.SZ,002674,兴业科技,福建,纺织,20120507,2025-01-09 19:14:53
002676.SZ,002676,顺威股份,广东,家用电器,20120525,2025-01-09 19:14:53
002677.SZ,002677,浙江美大,浙江,家用电器,20120525,2025-01-09 19:14:53
002678.SZ,002678,珠江钢琴,广东,文教休闲,20120530,2025-01-09 19:14:53
002679.SZ,002679,福建金森,福建,林业,20120605,2025-01-09 19:14:53
002681.SZ,002681,奋达科技,深圳,元器件,20120605,2025-01-09 19:14:53
002682.SZ,002682,龙洲股份,福建,仓储物流,20120612,2025-01-09 19:14:53
002685.SZ,002685,华东重机,江苏,机床制造,20120612,2025-01-09 19:14:53
002686.SZ,002686,亿利达,浙江,专用机械,20120703,2025-01-09 19:14:53
002687.SZ,002687,乔治白,浙江,服饰,20120713,2025-01-09 19:14:53
002689.SZ,002689,远大智能,辽宁,运输设备,20120717,2025-01-09 19:14:53
002691.SZ,002691,冀凯股份,河北,专用机械,20120731,2025-01-09 19:14:53
002693.SZ,002693,双成药业,海南,生物制药,20120808,2025-01-09 19:14:53
002694.SZ,002694,顾地科技,湖北,塑料,20120816,2025-01-09 19:14:53
002695.SZ,002695,煌上煌,江西,食品,20120905,2025-01-09 19:14:53
002697.SZ,002697,红旗连锁,四川,超市连锁,20120905,2025-01-09 19:14:53
002702.SZ,002702,海欣食品,福建,食品,20121011,2025-01-09 19:14:53
002703.SZ,002703,浙江世宝,浙江,汽车配件,20121102,2025-01-09 19:14:53
002706.SZ,002706,良信股份,上海,电气设备,20140121,2025-01-09 19:14:53
002708.SZ,002708,光洋股份,江苏,汽车配件,20140121,2025-01-09 19:14:53
002709.SZ,002709,天赐材料,广东,化工原料,20140123,2025-01-09 19:14:53
002712.SZ,002712,思美传媒,浙江,广告包装,20140123,2025-01-09 19:14:53
002713.SZ,002713,东易日盛,北京,装修装饰,20140219,2025-01-09 19:14:53
002715.SZ,002715,登云股份,广东,汽车配件,20140219,2025-01-09 19:14:53
002716.SZ,002716,湖南白银,湖南,小金属,20140128,2025-01-09 19:14:53
002718.SZ,002718,友邦吊顶,浙江,其他建材,20140128,2025-01-09 19:14:53
002719.SZ,002719,麦趣尔,新疆,乳制品,20140128,2025-01-09 19:14:53
002722.SZ,002722,物产金轮,江苏,钢加工,20140128,2025-01-09 19:14:53
002725.SZ,002725,跃岭股份,浙江,汽车配件,20140129,2025-01-09 19:14:53
002728.SZ,002728,特一药业,广东,中成药,20140731,2025-01-09 19:14:53
002734.SZ,002734,利民股份,江苏,农药化肥,20150127,2025-01-09 19:14:53
002735.SZ,002735,王子新材,深圳,塑料,20141203,2025-01-09 19:14:53
002741.SZ,002741,光华科技,广东,化工原料,20150216,2025-01-09 19:14:53
002743.SZ,002743,富煌钢构,安徽,钢加工,20150217,2025-01-09 19:14:53
002746.SZ,002746,仙坛股份,山东,农业综合,20150216,2025-01-09 19:14:53
002747.SZ,002747,埃斯顿,江苏,机械基件,20150320,2025-01-09 19:14:53
002752.SZ,002752,昇兴股份,福建,广告包装,20150422,2025-01-09 19:14:53
002757.SZ,002757,南兴股份,广东,专用机械,20150527,2025-01-09 19:14:53
002759.SZ,002759,天际股份,广东,电气设备,20150528,2025-01-09 19:14:53
002760.SZ,002760,凤形股份,江西,机械基件,20150611,2025-01-09 19:14:53
002761.SZ,002761,浙江建投,浙江,建筑工程,20150610,2025-01-09 19:14:53
002762.SZ,002762,金发拉比,广东,服饰,20150610,2025-01-09 19:14:53
002765.SZ,002765,蓝黛科技,重庆,元器件,20150612,2025-01-09 19:14:53
002766.SZ,002766,索菱股份,深圳,汽车配件,20150611,2025-01-09 19:14:53
002769.SZ,002769,普路通,深圳,仓储物流,20150629,2025-01-09 19:14:53
002774.SZ,002774,快意电梯,广东,运输设备,20170324,2025-01-09 19:14:53
002775.SZ,002775,文科股份,广东,建筑工程,20150629,2025-01-09 19:14:53
002777.SZ,002777,久远银海,四川,软件服务,20151231,2025-01-09 19:14:53
002778.SZ,002778,中晟高科,江苏,环境保护,20160106,2025-01-09 19:14:53
002780.SZ,002780,三夫户外,北京,服饰,20151209,2025-01-09 19:14:53
002782.SZ,002782,可立克,深圳,元器件,20151222,2025-01-09 19:14:53
002786.SZ,002786,银宝山新,深圳,专用机械,20151223,2025-01-09 19:14:53
002787.SZ,002787,华源控股,江苏,广告包装,20151231,2025-01-09 19:14:53
002789.SZ,002789,建艺集团,深圳,装修装饰,20160311,2025-01-09 19:14:53
002792.SZ,002792,通宇通讯,广东,通信设备,20160328,2025-01-09 19:14:53
002795.SZ,002795,永和智控,浙江,机械基件,20160428,2025-01-09 19:14:53
002796.SZ,002796,世嘉科技,江苏,通信设备,20160510,2025-01-09 19:14:53
002797.SZ,002797,第一创业,深圳,证券,20160511,2025-01-09 19:14:53
002798.SZ,002798,帝欧家居,四川,家居用品,20160525,2025-01-09 19:14:53
002799.SZ,002799,环球印务,陕西,广告包装,20160608,2025-01-09 19:14:53
002802.SZ,002802,洪汇新材,江苏,化工原料,20160629,2025-01-09 19:14:53
002803.SZ,002803,吉宏股份,福建,互联网,20160712,2025-01-09 19:14:53
002805.SZ,002805,丰元股份,山东,电气设备,20160707,2025-01-09 19:14:53
002806.SZ,002806,华锋股份,广东,汽车配件,20160726,2025-01-09 19:14:53
002811.SZ,002811,郑中设计,深圳,装修装饰,20160908,2025-01-09 19:14:53
002815.SZ,002815,崇达技术,深圳,元器件,20161012,2025-01-09 19:14:53
002816.SZ,002816,和科达,深圳,专用机械,20161025,2025-01-09 19:14:53
002817.SZ,002817,黄山胶囊,安徽,化学制药,20161025,2025-01-09 19:14:53
002820.SZ,002820,桂发祥,天津,食品,20161118,2025-01-09 19:14:53
002824.SZ,002824,和胜股份,广东,铝,20170112,2025-01-09 19:14:53
002826.SZ,002826,易明医药,西藏,化学制药,20161209,2025-01-09 19:14:53
002828.SZ,002828,贝肯能源,新疆,石油开采,20161208,2025-01-09 19:14:53
002829.SZ,002829,星网宇达,北京,航空,20161213,2025-01-09 19:14:53
002832.SZ,002832,比音勒芬,广东,服饰,20161223,2025-01-09 19:14:53
002835.SZ,002835,同为股份,深圳,IT设备,20161228,2025-01-09 19:14:53
002836.SZ,002836,新宏泽,广东,广告包装,20161229,2025-01-09 19:14:53
002838.SZ,002838,道恩股份,山东,塑料,20170106,2025-01-09 19:14:53
002840.SZ,002840,华统股份,浙江,食品,20170110,2025-01-09 19:14:53
002842.SZ,002842,翔鹭钨业,广东,小金属,20170119,2025-01-09 19:14:53
002845.SZ,002845,同兴达,深圳,元器件,20170125,2025-01-09 19:14:53
002846.SZ,002846,英联股份,广东,广告包装,20170207,2025-01-09 19:14:53
002848.SZ,002848,高斯贝尔,湖南,家用电器,20170213,2025-01-09 19:14:53
002849.SZ,002849,威星智能,浙江,电器仪表,20170217,2025-01-09 19:14:53
002852.SZ,002852,道道全,湖南,食品,20170310,2025-01-09 19:14:53
002853.SZ,002853,皮阿诺,广东,家居用品,20170310,2025-01-09 19:14:53
002855.SZ,002855,捷荣技术,广东,元器件,20170321,2025-01-09 19:14:53
002856.SZ,002856,美芝股份,深圳,装修装饰,20170320,2025-01-09 19:14:53
002857.SZ,002857,三晖电气,河南,电器仪表,20170323,2025-01-09 19:14:53
002858.SZ,002858,力盛体育,上海,文教休闲,20170324,2025-01-09 19:14:53
002860.SZ,002860,星帅尔,浙江,家用电器,20170412,2025-01-09 19:14:53
002861.SZ,002861,瀛通通讯,湖北,元器件,20170413,2025-01-09 19:14:53
002866.SZ,002866,传艺科技,江苏,IT设备,20170426,2025-01-09 19:14:53
002868.SZ,002868,绿康生化,福建,农业综合,20170503,2025-01-09 19:14:53
002873.SZ,002873,新天药业,贵州,中成药,20170519,2025-01-09 19:14:53
002875.SZ,002875,安奈儿,深圳,服饰,20170601,2025-01-09 19:14:53
002877.SZ,002877,智能自控,江苏,机械基件,20170605,2025-01-09 19:14:53
002879.SZ,002879,长缆科技,湖南,电气设备,20170707,2025-01-09 19:14:53
002882.SZ,002882,金龙羽,深圳,电气设备,20170717,2025-01-09 19:14:53
002886.SZ,002886,沃特股份,深圳,塑料,20170627,2025-01-09 19:14:53
002887.SZ,002887,绿茵生态,天津,环境保护,20170801,2025-01-09 19:14:53
002888.SZ,002888,惠威科技,广东,元器件,20170721,2025-01-09 19:14:53
002889.SZ,002889,东方嘉盛,深圳,仓储物流,20170731,2025-01-09 19:14:53
002892.SZ,002892,科力尔,湖南,电气设备,20170817,2025-01-09 19:14:53
002893.SZ,002893,京能热力,北京,供气供热,20170915,2025-01-09 19:14:53
002900.SZ,002900,哈三联,黑龙江,化学制药,20170922,2025-01-09 19:14:53
002902.SZ,002902,铭普光磁,广东,通信设备,20170929,2025-01-09 19:14:53
002905.SZ,002905,金逸影视,广东,影视音像,20171016,2025-01-09 19:14:53
002908.SZ,002908,德生科技,广东,软件服务,20171020,2025-01-09 19:14:53
002909.SZ,002909,集泰股份,广东,化工原料,20171026,2025-01-09 19:14:53
002915.SZ,002915,中欣氟材,浙江,化工原料,20171205,2025-01-09 19:14:53
002917.SZ,002917,金奥博,深圳,化工原料,20171208,2025-01-09 19:14:53
002919.SZ,002919,名臣健康,广东,互联网,20171218,2025-01-09 19:14:53
002921.SZ,002921,联诚精密,山东,汽车配件,20171227,2025-01-09 19:14:53
002925.SZ,002925,盈趣科技,福建,元器件,20180115,2025-01-09 19:14:53
002931.SZ,002931,锋龙股份,浙江,机械基件,20180403,2025-01-09 19:14:53
002935.SZ,002935,天奥电子,四川,航空,20180903,2025-01-09 19:14:53
002941.SZ,002941,新疆交建,新疆,建筑工程,20181128,2025-01-09 19:14:53
002942.SZ,002942,新农股份,浙江,农药化肥,20181205,2025-01-09 19:14:53
002946.SZ,002946,新乳业,四川,乳制品,20190125,2025-01-09 19:14:53
002949.SZ,002949,华阳国际,深圳,建筑工程,20190226,2025-01-09 19:14:53
002950.SZ,002950,奥美医疗,湖北,医疗保健,20190311,2025-01-09 19:14:53
002953.SZ,002953,日丰股份,广东,电气设备,20190509,2025-01-09 19:14:53
002956.SZ,002956,西麦食品,广西,食品,20190619,2025-01-09 19:14:53
002957.SZ,002957,科瑞技术,深圳,专用机械,20190726,2025-01-09 19:14:53
002961.SZ,002961,瑞达期货,福建,多元金融,20190905,2025-01-09 19:14:53
002962.SZ,002962,五方光电,湖北,元器件,20190917,2025-01-09 19:14:53
002963.SZ,002963,豪尔赛,北京,装修装饰,20191028,2025-01-09 19:14:53
002968.SZ,002968,新大正,重庆,房产服务,20191203,2025-01-09 19:14:53
002982.SZ,002982,湘佳股份,湖南,农业综合,20200424,2025-01-09 19:14:53
002987.SZ,002987,京北方,北京,软件服务,20200507,2025-01-09 19:14:53
002995.SZ,002995,天地在线,北京,互联网,20200805,2025-01-09 19:14:53
002998.SZ,002998,优彩资源,江苏,化纤,20200925,2025-01-09 19:14:53
002999.SZ,002999,天禾股份,广东,批发业,20200903,2025-01-09 19:14:53
003011.SZ,003011,海象新材,浙江,家居用品,20200930,2025-01-09 19:14:53
003015.SZ,003015,日久光电,江苏,元器件,20201021,2025-01-09 19:14:53
003016.SZ,003016,欣贺股份,福建,服饰,20201026,2025-01-09 19:14:53
003027.SZ,003027,同兴科技,安徽,环境保护,20201218,2025-01-09 19:14:53
003030.SZ,003030,祖名股份,浙江,食品,20210106,2025-01-09 19:14:53
003032.SZ,003032,传智教育,江苏,文教休闲,20210112,2025-01-09 19:14:53
003036.SZ,003036,泰坦股份,浙江,纺织机械,20210128,2025-01-09 19:14:53
003038.SZ,003038,鑫铂股份,安徽,铝,20210210,2025-01-09 19:14:53
003040.SZ,003040,楚天龙,广东,通信设备,20210322,2025-01-09 19:14:53
003042.SZ,003042,中农联合,山东,农药化肥,20210406,2025-01-09 19:14:53
301006.SZ,301006,迈拓股份,江苏,电器仪表,20210607,2025-01-09 19:14:53
301007.SZ,301007,德迈仕,辽宁,汽车配件,20210616,2025-01-09 19:14:53
301008.SZ,301008,宏昌科技,浙江,家用电器,20210611,2025-01-09 19:14:53
301013.SZ,301013,利和兴,深圳,专用机械,20210629,2025-01-09 19:14:53
301016.SZ,301016,雷尔伟,江苏,运输设备,20210630,2025-01-09 19:14:53
301017.SZ,301017,漱玉平民,山东,医药商业,20210705,2025-01-09 19:14:53
301019.SZ,301019,宁波色母,浙江,塑料,20210628,2025-01-09 19:14:53
301027.SZ,301027,华蓝集团,广西,建筑工程,20210715,2025-01-09 19:14:53
301032.SZ,301032,新柴股份,浙江,工程机械,20210722,2025-01-09 19:14:53
301038.SZ,301038,深水规院,深圳,建筑工程,20210804,2025-01-09 19:14:53
301040.SZ,301040,中环海陆,江苏,机械基件,20210803,2025-01-09 19:14:53
301055.SZ,301055,张小泉,浙江,家居用品,20210906,2025-01-09 19:14:53
301058.SZ,301058,中粮科工,江苏,建筑工程,20210909,2025-01-09 19:14:53
301059.SZ,301059,金三江,广东,化工原料,20210913,2025-01-09 19:14:53
301060.SZ,301060,兰卫医学,上海,医疗保健,20210913,2025-01-09 19:14:53
301062.SZ,301062,上海艾录,上海,广告包装,20210914,2025-01-09 19:14:53
301066.SZ,301066,万事利,浙江,纺织,20210922,2025-01-09 19:14:53
301072.SZ,301072,中捷精工,江苏,汽车配件,20210929,2025-01-09 19:14:53
301073.SZ,301073,君亭酒店,浙江,酒店餐饮,20210930,2025-01-09 19:14:53
301078.SZ,301078,孩子王,江苏,其他商业,20211014,2025-01-09 19:14:53
301088.SZ,301088,戎美股份,江苏,服饰,20211028,2025-01-09 19:14:53
301098.SZ,301098,金埔园林,江苏,建筑工程,20211112,2025-01-09 19:14:53
301100.SZ,301100,风光股份,辽宁,化工原料,20211217,2025-01-09 19:14:53
301102.SZ,301102,兆讯传媒,天津,广告包装,20220328,2025-01-09 19:14:53
301116.SZ,301116,益客食品,江苏,食品,20220118,2025-01-09 19:14:53
301120.SZ,301120,新特电气,北京,电气设备,20220419,2025-01-09 19:14:53
301125.SZ,301125,腾亚精工,江苏,机械基件,20220608,2025-01-09 19:14:53
301127.SZ,301127,天源环保,湖北,环境保护,20211230,2025-01-09 19:14:53
301136.SZ,301136,招标股份,福建,建筑工程,20220111,2025-01-09 19:14:53
301176.SZ,301176,逸豪新材,江西,元器件,20220928,2025-01-09 19:14:53
301197.SZ,301197,工大科雅,河北,软件服务,20220808,2025-01-09 19:14:53
301198.SZ,301198,喜悦智行,浙江,塑料,20211202,2025-01-09 19:14:53
301212.SZ,301212,联盛化学,浙江,化工原料,20220419,2025-01-09 19:14:53
301248.SZ,301248,杰创智能,广东,软件服务,20220420,2025-01-09 19:14:53
301256.SZ,301256,华融化学,四川,化工原料,20220322,2025-01-09 19:14:53
301268.SZ,301268,铭利达,深圳,机械基件,20220407,2025-01-09 19:14:53
301288.SZ,301288,清研环境,深圳,环境保护,20220422,2025-01-09 19:14:53
301292.SZ,301292,海科新源,山东,化工原料,20230707,2025-01-09 19:14:53
301295.SZ,301295,美硕科技,浙江,电气设备,20230628,2025-01-09 19:14:53
301296.SZ,301296,新巨丰,山东,广告包装,20220902,2025-01-09 19:14:53
301301.SZ,301301,川宁生物,新疆,化学制药,20221227,2025-01-09 19:14:53
301307.SZ,301307,美利信,重庆,通信设备,20230424,2025-01-09 19:14:53
301317.SZ,301317,鑫磊股份,浙江,机械基件,20230119,2025-01-09 19:14:53
301321.SZ,301321,翰博高新,安徽,元器件,20220818,2025-01-09 19:14:53
301332.SZ,301332,德尔玛,广东,家用电器,20230518,2025-01-09 19:14:53
301356.SZ,301356,天振股份,浙江,家居用品,20221114,2025-01-09 19:14:53
301365.SZ,301365,矩阵股份,深圳,建筑工程,20221122,2025-01-09 19:14:53
301439.SZ,301439,泓淋电力,山东,电气设备,20230317,2025-01-09 19:14:53
301446.SZ,301446,福事特,江西,机械基件,20230725,2025-01-09 19:14:53
301487.SZ,301487,盟固利,天津,化工原料,20230809,2025-01-09 19:14:53
301500.SZ,301500,飞南资源,广东,环境保护,20230921,2025-01-09 19:14:53
301511.SZ,301511,德福科技,江西,电气设备,20230817,2025-01-09 19:14:53
301558.SZ,301558,三态股份,深圳,互联网,20230928,2025-01-09 19:14:53
600189.SH,600189,泉阳泉,吉林,软饮料,19981007,2025-01-09 19:14:53
600192.SH,600192,长城电工,甘肃,电气设备,19981224,2025-01-09 19:14:53
600193.SH,600193,创兴资源,上海,装修装饰,19990527,2025-01-09 19:14:53
600197.SH,600197,伊力特,新疆,白酒,19990916,2025-01-09 19:14:53
600199.SH,600199,金种子酒,安徽,白酒,19980812,2025-01-09 19:14:53
600203.SH,600203,福日电子,福建,元器件,19990514,2025-01-09 19:14:53
600206.SH,600206,有研新材,北京,半导体,19990319,2025-01-09 19:14:53
600207.SH,600207,安彩高科,河南,电气设备,19990714,2025-01-09 19:14:53
600210.SH,600210,紫江企业,上海,广告包装,19990824,2025-01-09 19:14:53
600212.SH,600212,绿能慧充,山东,电气设备,19990817,2025-01-09 19:14:53
600215.SH,600215,派斯林,吉林,专用机械,19990909,2025-01-09 19:14:53
600216.SH,600216,浙江医药,浙江,化学制药,19991021,2025-01-09 19:14:53
600217.SH,600217,中再资环,陕西,环境保护,19991216,2025-01-09 19:14:53
600223.SH,600223,福瑞达,山东,日用化工,20000113,2025-01-09 19:14:53
600228.SH,600228,返利科技,江西,互联网,19990119,2025-01-09 19:14:53
600235.SH,600235,民丰特纸,浙江,造纸,20000615,2025-01-09 19:14:53
600238.SH,600238,海南椰岛,海南,红黄酒,20000120,2025-01-09 19:14:53
600241.SH,600241,时代万恒,辽宁,电气设备,20001128,2025-01-09 19:14:53
600243.SH,600243,青海华鼎,青海,运输设备,20001120,2025-01-09 19:14:53
600246.SH,600246,万通发展,北京,区域地产,20000922,2025-01-09 19:14:53
600248.SH,600248,陕建股份,陕西,建筑工程,20000622,2025-01-09 19:14:53
600249.SH,600249,两面针,广西,日用化工,20040130,2025-01-09 19:14:53
600250.SH,600250,南京商旅,江苏,商贸代理,20010306,2025-01-09 19:14:53
600272.SH,600272,开开实业,上海,医药商业,20010228,2025-01-09 19:14:53
600273.SH,600273,嘉化能源,浙江,化工原料,20030627,2025-01-09 19:14:53
600278.SH,600278,东方创业,上海,商贸代理,20000712,2025-01-09 19:14:53
600279.SH,600279,重庆港,重庆,港口,20000731,2025-01-09 19:14:53
600280.SH,600280,中央商场,江苏,百货,20000926,2025-01-09 19:14:53
600281.SH,600281,华阳新材,山西,小金属,20001109,2025-01-09 19:14:53
600283.SH,600283,钱江水利,浙江,水务,20001018,2025-01-09 19:14:53
600288.SH,600288,大恒科技,北京,元器件,20001129,2025-01-09 19:14:53
